Number of Femicide,"Rate per 100,000 population",Age (Cleaned),Country Code,Country Name,Region,Subregion,Indicator,Age,Year
12,0.658563410,5,CAN,Canada,Americas,Northern America,Victims of intentional homicide,0-9,1/1/2011 12:00:00 AM
3,1.524843513,22,CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,20-24,1/1/2019 12:00:00 AM
3,0.543912307,27,NLD,Netherlands (Kingdom of the),Europe,Western Europe,Victims of intentional homicide,25-29,1/1/2017 12:00:00 AM
36,0.952275774,5,DEU,Germany,Europe,Western Europe,Victims of intentional homicide,0-9,1/1/2020 12:00:00 AM
0,0,27,EST,Estonia,Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2021 12:00:00 AM
18,0.709476617,27,DEU,Germany,Europe,Western Europe,Victims of intentional homicide,25-29,1/1/2018 12:00:00 AM
0,0,27,ARM,Armenia,Asia,Western Asia,Persons arrested/suspected for intentional homicide,25-29,1/1/2011 12:00:00 AM
1,0.551143347,5,HRV,Croatia,Europe,Southern Europe,Victims of intentional homicide,0-9,1/1/2019 12:00:00 AM
1,0.553645479,27,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2014 12:00:00 AM
3,0.276929681,22,POL,Poland,Europe,Eastern Europe,Victims of intentional homicide,20-24,1/1/2018 12:00:00 AM
13,0.654719216,27,GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2016 12:00:00 AM
0,0,5,GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Persons arrested/suspected for intentional homicide,0-9,1/1/2015 12:00:00 AM
0,0,5,HND,Honduras,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2022 12:00:00 AM
0,0,22,CHE,Switzerland,Europe,Western Europe,Victims of intentional homicide,20-24,1/1/2022 12:00:00 AM
0,0,27,SUR,Suriname,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2020 12:00:00 AM
1,0.221044057,5,HUN,Hungary,Europe,Eastern Europe,Victims of intentional homicide,0-9,1/1/2021 12:00:00 AM
0,0,27,IRL,Ireland,Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2020 12:00:00 AM
7,0.478091622,22,ITA,Italy,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2016 12:00:00 AM
0,0,27,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2018 12:00:00 AM
1,0.337955437,22,CZE,Czechia,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2015 12:00:00 AM
43,2.524229670,22,ARG,Argentina,Americas,Latin America and the Caribbean,Victims of intentional homicide,20-24,1/1/2021 12:00:00 AM
6,1.331979155,5,HUN,Hungary,Europe,Eastern Europe,Victims of intentional homicide,0-9,1/1/2019 12:00:00 AM
1,0.687178959,27,IRL,Ireland,Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2018 12:00:00 AM
4,1.360213417,27,AUT,Austria,Europe,Western Europe,Victims of intentional homicide,25-29,1/1/2019 12:00:00 AM
22,1.833166057,27,CAN,Canada,Americas,Northern America,Victims of intentional homicide,25-29,1/1/2015 12:00:00 AM
0,0,27,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2021 12:00:00 AM
0,0,27,DMA,Dominica,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2019 12:00:00 AM
2.839694656,0.975198334,22,PRT,Portugal,Europe,Southern Europe,Victims of intentional homicide,20-24,1/1/2010 12:00:00 AM
9,3.278407859,22,SWE,Sweden,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2020 12:00:00 AM
5,0.261089516,5,CAN,Canada,Americas,Northern America,Victims of intentional homicide,0-9,1/1/2022 12:00:00 AM
605,11.257091502,27,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2020 12:00:00 AM
0,0,5,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2022 12:00:00 AM
6,0.409792819,22,ITA,Italy,Europe,Southern Europe,Victims of intentional homicide,20-24,1/1/2016 12:00:00 AM
1,0.361508720,27,CHE,Switzerland,Europe,Western Europe,Victims of intentional homicide,25-29,1/1/2020 12:00:00 AM
20,3.950683616,27,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2019 12:00:00 AM
44,0.642710133,5,KEN,Kenya,Africa,Sub-Saharan Africa,Victims of intentional homicide,0-9,1/1/2022 12:00:00 AM
1,0.452849328,5,SGP,Singapore,Asia,South-eastern Asia,Victims of intentional homicide,0-9,1/1/2020 12:00:00 AM
0,0,5,LTU,Lithuania,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,0-9,1/1/2021 12:00:00 AM
0,0,5,CHE,Switzerland,Europe,Western Europe,Persons arrested/suspected for intentional homicide,0-9,1/1/2020 12:00:00 AM
1,0.424072024,27,BGR,Bulgaria,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2013 12:00:00 AM
67,3.167892137,27,KEN,Kenya,Africa,Sub-Saharan Africa,Victims of intentional homicide,25-29,1/1/2018 12:00:00 AM
18,0.276852607,5,TUR,Türkiye,Asia,Western Asia,Victims of intentional homicide,0-9,1/1/2018 12:00:00 AM
4,1.106613955,27,BEL,Belgium,Europe,Western Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2015 12:00:00 AM
31,3.920497372,27,KAZ,Kazakhstan,Asia,Central Asia,Persons arrested/suspected for intentional homicide,25-29,1/1/2012 12:00:00 AM
0,0,27,TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,25-29,1/1/2013 12:00:00 AM
0,0,5,DEU,Germany,Europe,Western Europe,Persons arrested/suspected for intentional homicide,0-9,1/1/2020 12:00:00 AM
18,1.517414865,22,CAN,Canada,Americas,Northern America,Victims of intentional homicide,20-24,1/1/2021 12:00:00 AM
1,0.333839657,27,HUN,Hungary,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2016 12:00:00 AM
15,1.249885948,27,CAN,Canada,Americas,Northern America,Persons arrested/suspected for intentional homicide,25-29,1/1/2015 12:00:00 AM
0,0,27,PRT,Portugal,Europe,Southern Europe,Victims of intentional homicide,25-29,1/1/2016 12:00:00 AM
2,11.313497002,22,BLZ,Belize,Americas,Latin America and the Caribbean,Victims of intentional homicide,20-24,1/1/2015 12:00:00 AM
0,0,5,BHS,Bahamas,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2014 12:00:00 AM
0,0,5,FRA,France,Europe,Western Europe,Persons arrested/suspected for intentional homicide,0-9,1/1/2019 12:00:00 AM
2,4.063966838,27,LVA,Latvia,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2021 12:00:00 AM
1,0.315743774,5,CRI,Costa Rica,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2022 12:00:00 AM
0,0,22,ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Victims of intentional homicide,20-24,1/1/2020 12:00:00 AM
0,0,27,VAT,Holy See,Europe,Southern Europe,Victims of intentional homicide,25-29,1/1/2021 12:00:00 AM
0,0,5,DEU,Germany,Europe,Western Europe,Persons arrested/suspected for intentional homicide,0-9,1/1/2014 12:00:00 AM
17,1.325939272,27,CAN,Canada,Americas,Northern America,Persons arrested/suspected for intentional homicide,25-29,1/1/2021 12:00:00 AM
7,2.062967667,27,HUN,Hungary,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2010 12:00:00 AM
1,0.376110230,22,SGP,Singapore,Asia,South-eastern Asia,Victims of intentional homicide,20-24,1/1/2016 12:00:00 AM
0,0,27,NOR,Norway,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2013 12:00:00 AM
2,1.576584566,27,MNG,Mongolia,Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,25-29,1/1/2010 12:00:00 AM
7,0.145768360,5,DZA,Algeria,Africa,Northern Africa,Victims of intentional homicide,0-9,1/1/2022 12:00:00 AM
4,0.345681658,5,CHL,Chile,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2020 12:00:00 AM
3,1.468037161,27,SVK,Slovakia,Europe,Eastern Europe,Victims of intentional homicide,25-29,1/1/2014 12:00:00 AM
0,0,5,TUR,Türkiye,Asia,Western Asia,Persons arrested/suspected for intentional homicide,0-9,1/1/2021 12:00:00 AM
0,0,5,URY,Uruguay,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2019 12:00:00 AM
4,0.169811036,5,ITA,Italy,Europe,Southern Europe,Victims of intentional homicide,0-9,1/1/2020 12:00:00 AM
60,3.118402629,27,KEN,Kenya,Africa,Sub-Saharan Africa,Victims of intentional homicide,25-29,1/1/2013 12:00:00 AM
5,1.035364961,22,JOR,Jordan,Asia,Western Asia,Victims of intentional homicide,20-24,1/1/2022 12:00:00 AM
0,0,27,SVN,Slovenia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2008 12:00:00 AM
3,0.909212137,27,SWE,Sweden,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2022 12:00:00 AM
7,0.693403995,5,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2018 12:00:00 AM
5,1.568219099,27,HUN,Hungary,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2011 12:00:00 AM
2,0.544317664,27,BEL,Belgium,Europe,Western Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2020 12:00:00 AM
16,1.246083598,27,CAN,Canada,Americas,Northern America,Persons arrested/suspected for intentional homicide,25-29,1/1/2020 12:00:00 AM
2,0.688514375,27,AUT,Austria,Europe,Western Europe,Victims of intentional homicide,25-29,1/1/2016 12:00:00 AM
0,0,22,DMA,Dominica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,20-24,1/1/2015 12:00:00 AM
0,0,5,FRA,France,Europe,Western Europe,Persons arrested/suspected for intentional homicide,0-9,1/1/2018 12:00:00 AM
1,0.817447602,5,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Victims of intentional homicide,0-9,1/1/2018 12:00:00 AM
0,0,27,LVA,Latvia,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2020 12:00:00 AM
2,0.720955843,27,SGP,Singapore,Asia,South-eastern Asia,Persons arrested/suspected for intentional homicide,25-29,1/1/2019 12:00:00 AM
0,0,5,DEU,Germany,Europe,Western Europe,Persons arrested/suspected for intentional homicide,0-9,1/1/2015 12:00:00 AM
0,0,5,ISL,Iceland,Europe,Northern Europe,Victims of intentional homicide,0-9,1/1/2022 12:00:00 AM
0.910112360,0.211564491,5,PRT,Portugal,Europe,Southern Europe,Victims of intentional homicide,0-9,1/1/2020 12:00:00 AM
596,11.046253499,22,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of intentional homicide,20-24,1/1/2019 12:00:00 AM
7,0.822322533,22,AUS,Australia,Oceania,Australia and New Zealand,Persons arrested/suspected for intentional homicide,20-24,1/1/2018 12:00:00 AM
114,5.892744300,27,TZA,United Republic of Tanzania,Africa,Sub-Saharan Africa,Persons arrested/suspected for intentional homicide,25-29,1/1/2014 12:00:00 AM
0,0,5,SUR,Suriname,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2022 12:00:00 AM
7,3.457635323,27,CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,25-29,1/1/2012 12:00:00 AM
2,0.864999524,22,CZE,Czechia,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2021 12:00:00 AM
0,0,5,BRB,Barbados,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2018 12:00:00 AM
1,1.328453481,22,LTU,Lithuania,Europe,Northern Europe,Victims of intentional homicide,20-24,1/1/2019 12:00:00 AM
0,0,22,HRV,Croatia,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2018 12:00:00 AM
0,0,5,MLT,Malta,Europe,Southern Europe,Victims of intentional homicide,0-9,1/1/2016 12:00:00 AM
54,7.586118247,27,KAZ,Kazakhstan,Asia,Central Asia,Persons arrested/suspected for intentional homicide,25-29,1/1/2009 12:00:00 AM
2,0.819453834,22,CHE,Switzerland,Europe,Western Europe,Victims of intentional homicide,20-24,1/1/2015 12:00:00 AM
0,0,5,FIN,Finland,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,0-9,1/1/2016 12:00:00 AM
1,0.069694425,5,ECU,Ecuador,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2022 12:00:00 AM
0,0,5,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2019 12:00:00 AM
1,0.889834090,27,BIH,Bosnia and Herzegovina,Europe,Southern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2014 12:00:00 AM
19,3.705834739,27,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2020 12:00:00 AM
6,0.511577205,27,POL,Poland,Europe,Eastern Europe,Victims of intentional homicide,25-29,1/1/2021 12:00:00 AM
3,8.027614996,27,GUY,Guyana,Americas,Latin America and the Caribbean,Victims of intentional homicide,25-29,1/1/2021 12:00:00 AM
0,0,5,BHS,Bahamas,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2017 12:00:00 AM
0,0,5,HUN,Hungary,Europe,Eastern Europe,Persons arrested/suspected for intentional homicide,0-9,1/1/2020 12:00:00 AM
0,0,27,MDV,Maldives,Asia,Southern Asia,Persons arrested/suspected for intentional homicide,25-29,1/1/2008 12:00:00 AM
14,0.539515565,27,DEU,Germany,Europe,Western Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2016 12:00:00 AM
0,0,22,AUT,Austria,Europe,Western Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2020 12:00:00 AM
4,0.479534947,22,AUS,Australia,Oceania,Australia and New Zealand,Victims of intentional homicide,20-24,1/1/2016 12:00:00 AM
0,0,5,HND,Honduras,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2016 12:00:00 AM
13,0.600806282,22,DEU,Germany,Europe,Western Europe,Victims of intentional homicide,20-24,1/1/2021 12:00:00 AM
4,2.184682101,27,GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Persons arrested/suspected for intentional homicide,25-29,1/1/2015 12:00:00 AM
2,0.377484912,5,SLV,El Salvador,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2019 12:00:00 AM
0,0,22,LCA,Saint Lucia,Americas,Latin America and the Caribbean,Victims of intentional homicide,20-24,1/1/2022 12:00:00 AM
0,0,5,NOR,Norway,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,0-9,1/1/2020 12:00:00 AM
8,1.755585230,27,DOM,Dominican Republic,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,25-29,1/1/2019 12:00:00 AM
7,1.403887364,27,BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,25-29,1/1/2018 12:00:00 AM
4,3.269122322,22,MNG,Mongolia,Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,20-24,1/1/2017 12:00:00 AM
0,0,22,NOR,Norway,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2022 12:00:00 AM
157,7.470811492,22,COL,Colombia,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,20-24,1/1/2016 12:00:00 AM
4,0.455387404,27,AUS,Australia,Oceania,Australia and New Zealand,Persons arrested/suspected for intentional homicide,25-29,1/1/2014 12:00:00 AM
0,0,5,BIH,Bosnia and Herzegovina,Europe,Southern Europe,Victims of intentional homicide,0-9,1/1/2020 12:00:00 AM
1,1.784726312,5,BTN,Bhutan,Asia,Southern Asia,Victims of intentional homicide,0-9,1/1/2019 12:00:00 AM
7,0.371831037,27,FRA,France,Europe,Western Europe,Victims of intentional homicide,25-29,1/1/2018 12:00:00 AM
0,0,5,SUR,Suriname,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2018 12:00:00 AM
2,2.225127249,5,TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2020 12:00:00 AM
0,0,5,GUY,Guyana,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,0-9,1/1/2021 12:00:00 AM
1,8.134710811,22,ISL,Iceland,Europe,Northern Europe,Victims of intentional homicide,20-24,1/1/2017 12:00:00 AM
0,0,27,GTM,Guatemala,Americas,Latin America and the Caribbean,Persons arrested/suspected for intentional homicide,25-29,1/1/2012 12:00:00 AM
4,2.120486015,22,DNK,Denmark,Europe,Northern Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2019 12:00:00 AM
0,0,27,SVN,Slovenia,Europe,Southern Europe,Victims of intentional homicide,25-29,1/1/2016 12:00:00 AM
0,0,22,GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons arrested/suspected for intentional homicide,20-24,1/1/2019 12:00:00 AM
5,0.163943188,27,JPN,Japan,Asia,Eastern Asia,Persons arrested/suspected for intentional homicide,25-29,1/1/2016 12:00:00 AM
46,2.063444180,22,KEN,Kenya,Africa,Sub-Saharan Africa,Persons arrested/suspected for intentional homicide,20-24,1/1/2015 12:00:00 AM
0,0,5,KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Victims of intentional homicide,0-9,1/1/2021 12:00:00 AM
0,0,27,ISL,Iceland,Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2013 12:00:00 AM
4,6.463340739,27,LVA,Latvia,Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2018 12:00:00 AM
403,7.387491529,22,MEX,Mexico,Americas,Latin America and the Caribbean,Victims of intentional homicide,20-24,1/1/2016 12:00:00 AM
1,0.522341868,27,DNK,Denmark,Europe,Northern Europe,Victims of intentional homicide,25-29,1/1/2018 12:00:00 AM
2,1.211060617,22,NOR,Norway,Europe,Northern Europe,Victims of intentional homicide,20-24,1/1/2018 12:00:00 AM
0,0,22,VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Victims of intentional homicide,20-24,1/1/2020 12:00:00 AM
2,0.368361097,27,NLD,Netherlands (Kingdom of the),Europe,Western Europe,Victims of intentional homicide,25-29,1/1/2016 12:00:00 AM
